gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,20180323_expression_mean_tpm,20180228_expression_mean_tpm
ENSG00000089225,140.34411997284553,-1.3033524957570268,0.3905062887974718,-3.3375966870356453,8.450631454904787e-4,0.04338314617058325,TBX5,1.0143816,1.4979833846153845
ENSG00000090539,558.1906491684204,-1.488291580578789,0.35631472204650777,-4.176901734597794,2.9550660788522637e-5,0.006982837297618017,CHRD,2.7535062,4.225789692307692
ENSG00000091656,1325.3177808745868,-1.3164128282319116,0.3623198182047201,-3.633289602414473,2.7983063830599184e-4,0.024682793209753258,ZFHX4,5.5052997999999995,6.767765769230769
ENSG00000092330,1032.507864892932,0.6343822339311342,0.19004622875818497,3.3380416863642313,8.437109047248567e-4,0.04338314617058325,TINF2,33.9934294,21.45184923076923
ENSG00000092853,269.2362374252036,0.7617799531356443,0.2277110564845759,3.3453797320871144,8.216998665677203e-4,0.04299978017341538,CLSPN,1.3849812,0.945007923076923
ENSG00000096060,1178.1283064715728,1.5973688056496718,0.3760157657892348,4.248143165744366,2.1554963723462182e-5,0.005527433013362316,FKBP5,10.5626046,4.734456846153846
ENSG00000096746,871.3526080261013,0.7695805373793525,0.22377907583619344,3.4390191956225897,5.838258351890611e-4,0.03568009889912576,HNRNPH3,22.016877,12.761274307692307
ENSG00000100106,1440.1707632142652,-0.7189090577308964,0.2080929376149165,-3.4547499111251128,5.508034803005452e-4,0.0341498157786338,TRIOBP,5.4554406,7.685434615384615
ENSG00000100321,364.74495355768823,-1.0543124244879023,0.2944101141668616,-3.5811012385612337,3.4214903502864956e-4,0.026670293619849707,SYNGR1,1.4096884,2.578253692307692
ENSG00000100324,475.74703215016126,-0.7950932999170546,0.24279598643819172,-3.274738234272503,0.0010575992242791792,0.04838940621889122,TAB1,3.3870214,4.6555
ENSG00000100784,2055.23766181077,0.5446960565895583,0.15185378933949903,3.586977045214085,3.3453376051902214e-4,0.026625775395355846,RPS6KA5,6.6003732,3.693657384615385
ENSG00000100994,1531.8104269617536,-0.7501010310203041,0.18678246460441833,-4.015907128160683,5.921757378106053e-5,0.010446712603520699,PYGB,4.9279422,6.9849630000000005
ENSG00000101146,427.1354089504619,-0.6582313809449072,0.1534097602618371,-4.290674725137757,1.7813106870985166e-5,0.005193300497934917,RAE1,3.3997702,5.112922384615384
ENSG00000101298,787.7059578702001,3.391427493374867,0.883448434423249,3.8388516649406124,1.2361107698905582e-4,0.01590400563486258,SNPH,7.556758800000001,0.7385756153846154
ENSG00000101400,186.08094524088548,-1.1532200868326576,0.31609627127461326,-3.64831917245484,2.639615898594977e-4,0.024154602811100132,SNTA1,0.844027,1.6503042307692308
ENSG00000102225,973.0498080282329,-0.6772290830409224,0.16851399563794656,-4.018829892894793,5.848787653670697e-5,0.010425463992668018,CDK16,4.969493,7.756047000000001
ENSG00000102802,124.82372478743632,-1.6120173632836736,0.4611937898715396,-3.4953145482134165,4.7350337562677665e-4,0.03143186100855974,MEDAG,0.5453876,1.648375923076923
ENSG00000103044,122.5967460351614,-1.3586698740597645,0.32464862080038726,-4.185047423611737,2.8510657260410912e-5,0.006888973595405637,HAS3,0.5457936,0.8610672307692308
ENSG00000103710,203.01797463129716,-1.3998815423169946,0.3055290702156203,-4.581827651715955,4.609297101108105e-6,0.0019718572998540474,RASL12,0.838057,1.597259923076923
ENSG00000105141,88.00832969033655,2.595151648597701,0.5767252062965798,4.499806181981145,6.8015448262395475e-6,0.002706698489921189,CASP14,1.4925426000000002,0.31674623076923075
ENSG00000105559,607.4755601853009,-1.6999863771848758,0.3723208818614948,-4.565917357859286,4.973146763968881e-6,0.002075621644513061,PLEKHA4,3.6553076,6.607671307692308
ENSG00000105967,310.8265571046896,1.180568697969562,0.3444647373221328,3.4272555941351133,6.097148846196214e-4,0.03648056330633204,TFEC,6.5126272,4.598276461538461
ENSG00000105997,124.78890446565735,-1.0151485774174673,0.28604252895783683,-3.548942813210486,3.867810696044265e-4,0.02840599855395256,HOXA3,1.8025224000000002,1.869297923076923
ENSG00000106009,704.741141305825,-0.9182756971026729,0.257839180548575,-3.5614280775674296,3.688431507337785e-4,0.02796030762442213,BRAT1,2.0143088,3.4414454615384615
ENSG00000106443,1030.2727951306001,0.939164138148455,0.2195948141299117,4.2768047226873405,1.895949746982869e-5,0.005318605257437845,PHF14,18.7376216,8.442030769230769
ENSG00000107518,73.16510750511934,-2.321689770015957,0.6642704093639938,-3.495097383968767,4.7388881562363265e-4,0.03143186100855974,ATRNL1,0.43363319999999994,1.5890036923076925
ENSG00000107651,934.8235591745581,1.0235500097577128,0.2748795951507454,3.7236303742240042,1.963783767389908e-4,0.021002667392235067,SEC23IP,12.6171716,9.183300000000001
ENSG00000107821,126.72601612158934,-1.7650170572878727,0.5307304887150375,-3.3256372015883087,8.821667123843043e-4,0.04466164728497105,KAZALD1,0.7181626,2.3645573846153844
ENSG00000107937,890.7770547465093,0.7725996157474667,0.19455286119059123,3.971155248087559,7.152494857541592e-5,0.011754016259652837,GTPBP4,9.001234,6.760588769230769
ENSG00000107957,5024.490428507264,-1.0592431717407271,0.2895442542098943,-3.6583118343383467,2.538820337692687e-4,0.023507777672844704,SH3PXD2A,5.7233491999999995,8.792003538461538
ENSG00000108474,1141.1569196410198,-0.7368108567130514,0.1987119566896961,-3.707934182660371,2.0895694618130496e-4,0.02124028674028025,PIGL,32.8658782,35.24401623076923
ENSG00000108479,174.51109383927016,-0.8470919467072693,0.2389045034711131,-3.5457345273932623,3.915204189364957e-4,0.028563733867223363,GALK1,1.913102,3.340594153846154
ENSG00000108861,1282.6502173016406,0.8492165027699179,0.15331555562004762,5.5390106981347556,3.041850643306961e-8,4.337679017355727e-5,DUSP3,32.7752196,17.927831846153847
ENSG00000109099,1394.1491425620038,-1.8154498903292673,0.4708764755157682,-3.8554695015093685,1.1550773110765996e-4,0.015322234842746333,PMP22,12.531305,32.06753669230769
ENSG00000109133,1002.1993939569433,0.6488839585417318,0.16417516074183977,3.952388142089784,7.73751011881476e-5,0.012036752104832562,TMEM33,9.9758882,7.543895153846154
ENSG00000109193,30.393508035406565,5.022223149411624,1.2653078935608943,3.9691708041730664,7.212317129871131e-5,0.011754016259652837,SULT1E1,2.6380972,0.06057023076923077
ENSG00000109667,196.20069389955202,-1.2817110907906097,0.345898556833225,-3.70545371025814,2.11012666307132e-4,0.02124028674028025,SLC2A9,2.4749288,4.010514461538461
ENSG00000110011,361.9785403480486,-0.8377703470973559,0.22232090080253733,-3.7682932377170113,1.6436754953422713e-4,0.019638823261618484,DNAJC4,4.663259599999999,6.988492615384615
ENSG00000110237,2026.2589726306767,-1.0496556322760424,0.31212488998828725,-3.3629347288370104,7.711859535162015e-4,0.04169120539849546,ARHGEF17,8.8340148,9.331657615384616
ENSG00000110427,350.3352950199587,-1.5031104453703599,0.44274864254927676,-3.3949521261447293,6.864060189755289e-4,0.03876494982412294,KIAA1549L,0.8341072,0.9241031538461538
ENSG00000110881,77.85201064653384,-1.4334356746528205,0.43013063936399876,-3.3325588634474683,8.605126496343696e-4,0.043955499882218904,ASIC1,0.4215464,0.5917303076923077
ENSG00000111224,272.1268270714946,1.0128300465871816,0.2456400265573637,4.123228859652716,3.7359817144080915e-5,0.008253513436964592,PARP11,5.1048034,2.8062546153846153
ENSG00000111249,60.01541026872843,2.9552286217230956,0.7904231449692163,3.7387931268614225,1.849058054573162e-4,0.020153555050863664,CUX2,0.49261780000000005,0.07680584615384616
ENSG00000111325,186.58462457287516,-1.329128836825319,0.25075656404450725,-5.300474752834025,1.155019379267122e-7,1.235293226126187e-4,OGFOD2,1.0737996,2.159730692307692
ENSG00000111667,881.9471776245377,0.9529466229390973,0.26915677206257305,3.5404891195438992,3.9938610272477747e-4,0.02871552516733778,USP5,6.2155746,4.906665846153846
ENSG00000112164,24.131114719898545,-3.174906709045735,0.8919631561452853,-3.559459476741658,3.716188672457467e-4,0.02796030762442213,GLP1R,0.06851499999999999,0.18173023076923076
ENSG00000112365,424.94347702424574,0.5257580120423351,0.15393421871777566,3.415471988111132,6.367157796195268e-4,0.037441513473709075,ZBTB24,2.6417838,1.8576766923076924
ENSG00000112367,299.3838969972405,1.1248621855120666,0.26104803932205695,4.30902368940728,1.639768054258533e-5,0.005026398112249806,FIG4,5.4468998,2.781397461538462
ENSG00000113300,473.90630010898076,0.874667141830173,0.23712503045555558,3.6886327021225713,2.254624236991443e-4,0.022373613172304727,CNOT6,4.584462,2.778993153846154
ENSG00000114019,652.2418868668072,-1.4319076890521754,0.32994616403994687,-4.3398222046879535,1.4259804259620888e-5,0.004674065517092809,AMOTL2,2.2996760000000003,3.922226
ENSG00000114554,2315.1274591267556,-1.0150889502569276,0.296440654788981,-3.4242568752235107,6.164831865116071e-4,0.03659147310150395,PLXNA1,4.5905046,5.966889615384615
ENSG00000115226,105.80175736205426,-1.6674268660686569,0.37805532729404545,-4.410536621725102,1.031147645283145e-5,0.003528999701217035,FNDC4,0.6547528,1.4099
ENSG00000115598,35.274304862625264,-2.3187170951060527,0.6925166409138694,-3.3482474761129084,8.132435605396338e-4,0.04299978017341538,IL1RL2,0.2712056,0.48305915384615383
ENSG00000115919,2919.0817182570863,3.2676353108161185,0.5571320057318487,5.865100689241057,4.4886022984072574e-9,8.534329170038332e-6,KYNU,33.663173799999996,4.8844643076923075
ENSG00000116754,1924.8404371609188,1.0891124373215397,0.23077614527638476,4.719345823274691,2.366042918079219e-6,0.001224000177641816,SRSF11,73.91737499999999,25.411942615384618
ENSG00000117174,362.8173123131158,0.7620395665241511,0.2030245979026884,3.75343467932592,1.744280005838793e-4,0.020153555050863664,ZNHIT6,5.1055202,2.494889769230769
ENSG00000117411,431.8794731312589,-0.7646842146763428,0.23262751226500203,-3.2871615538115644,0.0010120275689239299,0.047688922401298676,B4GALT2,2.8281571999999997,4.321834307692308
ENSG00000118322,103.94962186166488,0.993286029191947,0.28694096838659133,3.4616389384094757,5.368969135780278e-4,0.03376392910424912,ATP10B,1.081436,0.573617076923077
ENSG00000118894,132.1369003883652,-0.7696538466543908,0.21682213311316578,-3.5497014792889527,3.856682168050337e-4,0.02840599855395256,EEF2KMT,1.5490834,2.197239923076923
ENSG00000118898,838.5580073927515,-1.169931916176774,0.3317185196441295,-3.526881518197679,4.204848810930892e-4,0.029419599355691557,PPL,1.9602124,2.623518307692308
ENSG00000119547,75.698854215213,4.562220214556493,1.2968662097867163,3.5178803951618107,4.350083804659712e-4,0.030259607343632925,ONECUT2,0.1872248,0.06340007692307692
ENSG00000119616,654.9395186196057,0.6122011047998769,0.17028409500535377,3.595174903332159,3.2417371298271305e-4,0.026508460367004216,FCF1,7.0273324,4.905076153846154
ENSG00000120725,544.339412564565,-0.46019217247217326,0.1402421293600845,-3.2814117595903562,0.0010328883741892423,0.047688922401298676,SIL1,5.3076338,7.2603786153846155
ENSG00000120913,881.8076626885754,-1.1155011634684426,0.3238512267973003,-3.444486452931176,5.721453061954102e-4,0.03534494757984065,PDLIM2,5.226291,10.437381153846154
ENSG00000121057,946.1040410346247,-1.0608490301330484,0.3055974001978596,-3.471394159263789,5.17763394331191e-4,0.03351823391185182,AKAP1,4.6960704,6.713257076923077
ENSG00000121210,570.04876903954,0.9962671979071099,0.30448706239819767,3.271952476602195,0.0010680752779515601,0.04860878764975292,TMEM131L,7.0412897999999995,3.601832384615385
ENSG00000121851,266.9008157959675,0.7751170355958564,0.23424269013312718,3.3090340413838915,9.361845368500456e-4,0.045777070677870915,POLR3GL,6.0800244,4.2452017692307695
ENSG00000121900,164.72408755008644,-1.365803023109638,0.41265876661022877,-3.309763740945043,9.337475040174625e-4,0.045777070677870915,TMEM54,1.4327702,3.637723153846154
ENSG00000122417,1602.4707781704483,0.6111263578728534,0.16921069432775562,3.611629633107713,3.0427891813662066e-4,0.025904581329123648,ODF2L,32.6326978,16.708480384615385
ENSG00000122566,5441.988443909193,0.9969481421420968,0.195434017200132,5.10120068361069,3.375054541967804e-7,2.887696666107653e-4,HNRNPA2B1,114.0239182,50.61451769230769
ENSG00000122863,387.1729702858595,-1.3133615673965493,0.32983451517550844,-3.9818803277688986,6.83722053007228e-5,0.011584011654514538,CHST3,0.7705098,0.9962553076923077
ENSG00000122882,534.1252013753466,0.5996094506497113,0.18035579541071886,3.3245920891216088,8.854798484241091e-4,0.044697142083284236,ECD,20.2649396,11.78183276923077
ENSG00000124074,155.82911501296763,-0.9639988623146865,0.24624273946824712,-3.914831618574458,9.046731998548333e-5,0.013119294742301616,ENKD1,1.517144,2.2423281538461537
ENSG00000124557,194.32780048816383,-4.076359783462873,1.1255369859965323,-3.621702204529272,2.9267091439551615e-4,0.02529386205624279,BTN1A1,0.09636460000000001,2.2329521538461536
ENSG00000124920,132.56713842377167,-0.9807337005687099,0.267356459880295,-3.668262592225448,2.442043046356809e-4,0.023475972816529515,MYRF,0.3795952,0.5005871538461538
ENSG00000125676,1013.8627708215996,0.6976327902665479,0.19979783433561657,3.4916934539674624,4.799687518419845e-4,0.0315893280058463,THOC2,18.090597600000002,10.180687461538461
ENSG00000125954,4.077790157724963,7.906356562082748,1.9040647394098003,4.152357006796664,3.2906837113893354e-5,0.007508023955905907,CHURC1-FNTB,0.1898346,0.050327846153846154
ENSG00000125966,218.59849443954994,-0.9341079726150171,0.26600044131204925,-3.5116782814627006,4.4528668561934567e-4,0.030529003604362608,MMP24,0.5616392,0.7333519230769231
ENSG00000125970,1443.6374482195704,-0.8210652699185135,0.21407501124421385,-3.8354092107548854,1.2535540667406384e-4,0.015991358703970334,RALY,9.584354600000001,17.020108384615384
ENSG00000126262,99.38542825052205,1.7763099141138405,0.4383827893564498,4.051960882683102,5.079015823901166e-5,0.010106060323092646,FFAR2,2.8604558,1.0905796153846155
ENSG00000126500,153.27314618078134,-1.2703519388718647,0.3402902099146205,-3.7331427759576115,1.8910532677274372e-4,0.02048082501098222,FLRT1,0.3590378,0.49546984615384615
ENSG00000126545,526.1898318884388,-29.770573647811215,4.16223853778315,-7.1525390430091305,8.518729069362268e-13,2.9154498366985427e-9,CSN1S1,0,54.05139030769231
ENSG00000127418,271.08801066805216,-1.4688556298457585,0.4076015269224302,-3.6036558570726194,3.137724511381235e-4,0.026449626521554533,FGFRL1,1.0602106,2.1673113846153846
ENSG00000127580,294.16554180099234,-1.2394943585113793,0.33066942554765405,-3.7484395675788025,1.7793819928319885e-4,0.020153555050863664,WDR24,1.0839016,2.010710076923077
ENSG00000127922,694.6249501234367,0.8436727950344689,0.25074297031206255,3.3646917159211864,7.662922664838527e-4,0.0416279151240371,SEM1,37.9029406,23.095026923076922
ENSG00000128578,332.5460085097689,0.7120803190147735,0.18573561100612285,3.8338384069563243,1.2615903605867198e-4,0.015991358703970334,STRIP2,2.2976926,1.2277846923076923
ENSG00000128591,630.5118011936398,-1.3659301930684582,0.3942146105883407,-3.4649405587222977,5.303486865482989e-4,0.03373727406771187,FLNC,0.7190908,1.1563013076923077
ENSG00000128602,376.5945467507106,-1.8334051921435546,0.4114366954195781,-4.456105185936005,8.346209289683668e-6,0.0031047898557623244,SMO,1.492186,2.3429004615384614
ENSG00000129009,1995.3311378467433,-1.2000927766472975,0.3489446292846263,-3.439206899695278,5.83421161390807e-4,0.03568009889912576,ISLR,7.5286706,19.92550869230769
ENSG00000130066,3506.954527315821,0.8533052097566549,0.23985029160751226,3.557657587312806,3.741766272786739e-4,0.02796030762442213,SAT1,137.7266092,91.73103223076923
ENSG00000130234,113.92958395918157,10.132714768223165,2.360563404353908,4.292498455891513,1.766737795516651e-5,0.005193300497934917,ACE2,4.2981622,0.0017584615384615384
ENSG00000130684,292.65170942927705,-0.9711417788450164,0.2724671538369156,-3.5642526637404903,3.648943420800394e-4,0.02796030762442213,ZNF337,1.3441932,1.9056660769230769
ENSG00000130702,4096.517650961961,-1.2009849579997438,0.3648264352202088,-3.2919351287546657,9.950056034896343e-4,0.04756015610870006,LAMA5,12.637692800000002,17.984234153846153
ENSG00000130731,370.7064877721645,-0.9563554355562014,0.25492880253097416,-3.751460902265067,1.75807171916545e-4,0.020153555050863664,METTL26,3.1890186,6.740889538461539
ENSG00000131013,371.201607217545,0.9316715654469729,0.20171773371163285,4.618689434508774,3.8617133276762774e-6,0.0017859902287350395,PPIL4,10.0630294,5.557554153846154
ENSG00000131435,189.90212062245598,-1.3425013220846282,0.28716146720012153,-4.6750747416576095,2.9384658146439972e-6,0.0014366579148625165,PDLIM4,2.4255362000000003,3.8333786923076922
ENSG00000131831,152.34495520306731,-1.3503582361082218,0.3447613754775363,-3.916790952112347,8.973549831069613e-5,0.013119294742301616,RAI2,0.9232324000000001,1.6083826153846152
ENSG00000132010,127.21043327538763,0.7949204840634374,0.2336683427613666,3.4019177551802495,6.691477196610133e-4,0.03840753795672549,ZNF20,6.4388342,3.4263135384615384
ENSG00000132437,4.560251450570239,9.69153608905728,2.857928393244802,3.3911052886996287,6.961135295459804e-4,0.038964446759431504,DDC,0.30160840000000005,0.018368923076923078
ENSG00000132613,1181.0435750031606,-1.358172061932315,0.3152432679271736,-4.308330106024897,1.644917568291194e-5,0.005026398112249806,MTSS1L,4.8239832,7.785224692307692
ENSG00000132622,460.6892488181482,-1.3184818664517512,0.39714985993552554,-3.3198598299034963,9.006265585256847e-4,0.04519507820965254,HSPA12B,2.2068423999999998,2.9232899999999997
ENSG00000132780,1856.246691171456,0.6620945286377093,0.18949250776588397,3.494040669173687,4.757685358553282e-4,0.03143378836122153,NASP,39.777374200000004,21.76149346153846
ENSG00000132842,721.7528422725704,0.7369245085065722,0.18316660564655002,4.023247064634636,5.7401225364746275e-5,0.010425463992668018,AP3B1,11.4748402,6.422830692307692
ENSG00000132846,256.1016552448935,-0.8286606619474614,0.2500005596947229,-3.314635227054466,9.176278363459968e-4,0.045777070677870915,ZBED3,1.1210951999999998,1.516169076923077
ENSG00000133226,1811.6622080911193,0.5317997828449982,0.16207835071006657,3.2811278034060627,0.0010339288342030043,0.047688922401298676,SRRM1,40.3662528,22.544134076923076
ENSG00000133703,483.43741220016733,0.7082978490652381,0.21713806618974724,3.2619699599161405,0.0011064086756963152,0.04982332962767196,KRAS,6.081913,4.354866461538462
ENSG00000134186,726.0113387661349,0.8174710449723226,0.18425265047988365,4.436685403673867,9.135465366107064e-6,0.0033260868796771083,PRPF38B,12.770448,6.606123153846154
ENSG00000134440,1042.370192027659,0.9599973369413805,0.1956518484947583,4.906661216477593,9.263984572909297e-7,6.242106404826908e-4,NARS,21.897499,15.391866923076924
ENSG00000135144,155.86322712059737,-1.318503422099314,0.4010420230918032,-3.2876939227824837,0.0010101159413747308,0.047688922401298676,DTX1,1.0893808,1.6175755384615385
ENSG00000135222,968.2128740242475,-29.98235845316785,4.159032756753008,-7.208973866456232,5.637507881586667e-13,2.4117258717427764e-9,CSN2,0,54.01106723076923
ENSG00000135374,235.44003995595267,-2.523914074307025,0.6644005776821464,-3.798783684252728,1.4540793076300227e-4,0.01790086698716903,ELF5,1.1839804,2.890642923076923
ENSG00000135414,432.62734744590267,-0.8312983417223243,0.23751998564512294,-3.49990902645288,4.6541696543276706e-4,0.031388512315015875,GDF11,0.9014826,1.380167
ENSG00000135736,111.06348907907926,-1.081334068272109,0.29755609234550096,-3.6340511792194827,2.790054802144295e-4,0.024682793209753258,CCDC102A,0.5038796,0.8594602307692307
ENSG00000136051,1040.5962558154608,0.6012031707722372,0.17962256970478582,3.347035797117977,8.16806618964025e-4,0.04299978017341538,WASHC4,23.9288658,14.262813153846155
ENSG00000136155,14.659860413027987,6.259095015964912,1.6099032616856395,3.887870262099702,1.0112765244309774e-4,0.014301623046332963,SCEL,0.2636694,0.024940923076923076
ENSG00000136378,393.8071411017191,-1.1238897690811478,0.3314480802049911,-3.3908471226807357,6.967695598636068e-4,0.038964446759431504,ADAMTS7,1.2674044,1.7443144615384616
ENSG00000136861,1429.3677367682208,0.710808559238157,0.16801655958786238,4.230586324239353,2.3308297301808932e-5,0.005865464462184625,CDK5RAP2,14.0756734,7.717256692307692
ENSG00000136868,1285.5811108474957,0.5450230628612801,0.1597177066248793,3.41241478091936,6.43900561606362e-4,0.0377343370212605,SLC31A1,8.529629,6.4344273076923075
ENSG00000136937,805.2146644312453,0.5361407494413936,0.16275539498677094,3.294150399653247,9.871966159920838e-4,0.04745199014847343,NCBP1,9.162329,6.0066282307692305
ENSG00000137266,932.6568295268215,-0.9163322831982073,0.24969679886635945,-3.669779858445997,2.4275943814670427e-4,0.023469488732013582,SLC22A23,4.6474516,5.944350307692307
