gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,20180323_expression_mean_tpm,20180228_expression_mean_tpm
ENSG00000137507,954.866584697913,-1.2015289602558368,0.33165594978958246,-3.6228174438545158,2.9141149544923805e-4,0.02529386205624279,LRRC32,2.9712548,5.236039615384615
ENSG00000137776,1237.369070223927,0.6721752009119625,0.1810447039107547,3.712758155263734,2.050127714515863e-4,0.02124028674028025,SLTM,29.6398564,17.560608153846154
ENSG00000137857,650.7298203532969,0.8263119341114142,0.20284810097881295,4.073550258169392,4.630185404054567e-5,0.009432349123116876,DUOX1,35.4552308,19.039962384615386
ENSG00000138073,834.150485032948,-0.6673816517865387,0.19621703034467022,-3.4012422398516167,6.708035646700564e-4,0.03840753795672549,PREB,4.5785954,7.433486846153846
ENSG00000138111,271.4359271792657,0.7352291988803142,0.2108412596539591,3.4871220181808864,4.8824854357912674e-4,0.03201114589167056,MFSD13A,11.069652999999999,5.8549261538461534
ENSG00000138172,608.3468244779152,-0.7822484602972626,0.23299484082526833,-3.357363869202153,7.868948145827038e-4,0.04234384926773342,CALHM2,5.255881,8.152689230769232
ENSG00000138398,798.3974620080429,0.7250211754524201,0.1996452274714902,3.6315477441400636,2.8172652241138275e-4,0.024722585905146574,PPIG,14.9240624,9.616897538461538
ENSG00000138606,244.08786889103996,-0.8657738233097396,0.2364430018174397,-3.661659751631022,2.505865263207951e-4,0.023507777672844704,SHF,3.0387022,3.0493863846153846
ENSG00000139218,2876.9388142313182,0.5664947517541992,0.1426668215843462,3.970753294025557,7.164573971352787e-5,0.011754016259652837,SCAF11,33.682977,22.610818692307692
ENSG00000139219,56.14920390362597,-4.881961882313461,1.240424027284737,-3.9357201851369936,8.294757406901129e-5,0.012566231935404877,COL2A1,0.0972624,0.14261176923076924
ENSG00000140299,722.9042328674162,0.7226386740784382,0.21982508302134465,3.28733493078345,0.0010114046404597309,0.047688922401298676,BNIP2,18.3464932,12.604436692307692
ENSG00000140545,2478.780041492315,-1.7853280527039144,0.40828961720636947,-4.37270010665376,1.2271924619214875e-5,0.004117591648705979,MFGE8,19.545753599999998,31.423026
ENSG00000140795,533.1287909238338,0.9770255909014294,0.2686054778485418,3.6374000959591135,2.754039597325114e-4,0.02467388774315568,MYLK3,3.7510314000000005,1.6061456153846154
ENSG00000141026,484.29396354459044,-0.6214179632818115,0.15180628742434268,-4.093492923285633,4.249230513107016e-5,0.008874893971556202,MED9,3.2331752,3.7209823846153847
ENSG00000141258,1638.944094205784,-1.0889704182528392,0.2891764128805847,-3.7657650131462455,1.6603990071532257e-4,0.019638823261618484,SGSM2,8.5545442,10.429606076923077
ENSG00000141446,606.8991351765887,-0.722916306001945,0.1993051226284055,-3.62718376963038,2.8652936963406234e-4,0.025015768230500383,ESCO1,13.7370638,15.848458461538462
ENSG00000141750,959.7878723431731,1.861872896545014,0.5466453836043026,3.40599765842486,6.592274459991893e-4,0.0383697280814222,STAC2,16.5761602,2.0166005384615384
ENSG00000143515,1530.5142033537477,-0.7782801353904536,0.20884668455661864,-3.726562080900359,1.941092789058344e-4,0.020890553337337345,ATP8B2,8.019845,10.327450153846154
ENSG00000143641,1090.4180537066577,-0.596883345310733,0.16926027011930847,-3.5264232113655543,4.2121329138291447e-4,0.029419599355691557,GALNT2,4.6919916,6.177333384615385
ENSG00000143669,1949.544336650641,1.0665387591299924,0.3037496794536559,3.511242418587368,4.4601746733816344e-4,0.030529003604362608,LYST,19.9225898,8.581392153846155
ENSG00000144182,268.34806460367264,0.7695641327942931,0.22155042289558918,3.473539444142556,5.136418597856004e-4,0.03341992207091708,LIPT1,25.618240399999998,13.317144615384615
ENSG00000144647,160.11095937787022,-0.9848121774703603,0.24408319128006883,-4.034739845483073,5.466282836255152e-5,0.010425463992668018,POMGNT2,0.587072,1.1231323846153847
ENSG00000145216,573.0612037856594,0.95706693830594,0.20537777222753714,4.66003174504011,3.1616061958404893e-6,0.0015028168117561791,FIP1L1,13.9568678,6.786244153846154
ENSG00000145808,28.989969050405442,-3.641967417201742,0.9672688782767834,-3.7652068612917735,1.6641125367780973e-4,0.019638823261618484,ADAMTS19,0.0831584,0.26023615384615384
ENSG00000146963,1093.7830024100365,0.6930757942406869,0.18793705886488132,3.687808026936181,2.261941958163112e-4,0.022373613172304727,LUC7L2,24.7328962,13.511858538461539
ENSG00000148634,2102.7797365655624,0.5451050400217737,0.14148719672579438,3.852681038540897,1.1683153702397095e-4,0.015378625088878392,HERC4,36.166636000000004,20.738343153846156
ENSG00000149591,3301.470114708309,-1.502626162594512,0.3530791943681017,-4.255776569570263,2.0832466794491064e-5,0.005527433013362316,TAGLN,22.9521312,52.85085923076923
ENSG00000151006,189.27504125298665,-1.2199033566311814,0.3548319712579601,-3.437974747050967,5.860823528587485e-4,0.03568267951391295,PRSS53,0.4254078,0.6171129230769231
ENSG00000151376,363.9646000640536,-1.5695116600375838,0.42675682669565307,-3.6777657950786584,2.352858455833546e-4,0.022876201077399797,ME3,4.1342137999999995,6.156238846153846
ENSG00000151729,220.84016879788464,-0.867104509546573,0.25969839944210993,-3.3388904645130926,8.411372449396204e-4,0.04338314617058325,SLC25A4,1.111194,1.9161597692307692
ENSG00000151790,76.87218713183103,2.519226905614457,0.7032891604581275,3.582064173964255,3.4089002201176887e-4,0.026670293619849707,TDO2,3.1065976,0.9422366923076924
ENSG00000152056,328.2341727638521,0.7664345190877603,0.19475513802317854,3.9353750913444143,8.30668587167248e-5,0.012566231935404877,AP1S3,8.2083952,4.524339538461539
ENSG00000152684,438.1603993631943,-1.0260893542213532,0.20180309991871584,-5.084606503243266,3.6838900969851243e-7,3.001844159029021e-4,PELO,2.1937632,3.632008769230769
ENSG00000152969,70.68880843397261,1.5326553411770187,0.4423260490721609,3.4649900099530018,5.302511761850356e-4,0.03373727406771187,JAKMIP1,0.8841382,0.3894193076923077
ENSG00000153914,1312.792723806215,0.7919760321106035,0.23315402794052278,3.396793266263602,6.818045539388436e-4,0.03863258121523673,SREK1,31.5513366,14.953851846153846
ENSG00000153975,103.86624005085815,1.2227057015156748,0.30574280518630736,3.999131560170671,6.357533483414676e-5,0.010988900299817368,ZUP1,2.8420726,1.622240076923077
ENSG00000154269,80.74420197294546,3.117505211462205,0.820475829713205,3.799630773464613,1.4491182826226298e-4,0.01790086698716903,ENPP3,3.0218694,0.31056330769230767
ENSG00000154451,797.6918515635382,1.3132014553593676,0.4025012484574795,3.2626021916503327,0.0011039436318798176,0.04982332962767196,GBP5,8.6960428,5.443348769230769
ENSG00000154743,463.29765619611914,0.9102774113313489,0.2533458120987736,3.5930233217214305,3.2686332032713243e-4,0.026508460367004216,TSEN2,18.6464852,8.700786307692308
ENSG00000155254,906.8434442760679,-1.0233592791325283,0.28435651389193306,-3.5988599843415092,3.196152023945779e-4,0.026508460367004216,MARVELD1,3.5784013999999997,6.760902
ENSG00000155622,7.3583829630077675,22.75687688444649,4.162148822588628,5.46757885276504,4.5622427220278704e-8,6.005315189180071e-5,XAGE2,0.8683630000000001,0
ENSG00000156804,1905.761629228384,-1.3634199452725577,0.35343536688156063,-3.8576217125702987,1.1449566862738421e-4,0.015306639699623426,FBXO32,14.641942,19.727228923076922
ENSG00000156968,2404.9876534535683,1.2397283512987913,0.3166341422363001,3.9153337746300196,9.027922656529674e-5,0.013119294742301616,MPV17L,20.130076199999998,7.713146153846154
ENSG00000157985,1222.2351094241965,-1.1704822765581342,0.2699138302902648,-4.336503525215436,1.4476710636157018e-5,0.004674065517092809,AGAP1,5.488167799999999,7.962750384615385
ENSG00000158008,75.88966932197341,-2.1167819937999246,0.6343092578131015,-3.33714504041439,8.464376408536858e-4,0.04338314617058325,EXTL1,0.444239,0.4835786923076923
ENSG00000158417,1061.0317289316902,0.6804800062239724,0.12536201444308556,5.428119588273773,5.695087717495435e-8,6.961024358698705e-5,EIF5B,8.5976798,5.777866923076923
ENSG00000158555,502.1791993850232,-1.0696137436876707,0.31519769078954474,-3.393469479450737,6.901324844873688e-4,0.03884719432417058,GDPD5,3.776112,5.21253776923077
ENSG00000158828,733.5258570939143,-1.1299965920438417,0.2708540443860586,-4.171976071485994,3.01969354852579e-5,0.006982837297618017,PINK1,2.243923,5.257639153846154
ENSG00000159674,1831.441044188553,-1.3982075738920452,0.3902862250846368,-3.5825183776056466,3.4029766809859623e-4,0.026670293619849707,SPON2,22.8395526,35.93691784615384
ENSG00000159713,125.9048245644551,-1.6278897991184733,0.49383763515241513,-3.2964069225223205,9.79300583904559e-4,0.0473383943270475,TPPP3,0.690009,1.9411785384615383
ENSG00000160336,449.1250964701499,0.6567745551601866,0.16092915783408313,4.081140819970715,4.481519147172291e-5,0.009239488632097859,ZNF761,7.038721,4.243824461538462
ENSG00000160551,3017.364034662751,0.6821389450562818,0.19247099649739688,3.544112918153399,3.9393648858489444e-4,0.028563733867223363,TAOK1,24.5669354,17.026739153846155
ENSG00000160654,431.5619532522492,0.9206997418762103,0.24279189811180826,3.792135359690702,1.4935746240670803e-4,0.018255749262168483,CD3G,8.7514648,4.880783692307692
ENSG00000160716,86.0439731638425,-1.0586985410055052,0.31276476556725863,-3.3849674181979967,7.118670374905587e-4,0.039679051288398826,CHRNB2,0.2465774,0.35125115384615385
ENSG00000160791,392.37140741127126,1.1596256860170238,0.35331670009920346,3.2821139948704,0.0010303194336778053,0.047688922401298676,CCR5,3.056324,2.003193846153846
ENSG00000160959,685.9252754211302,-0.8774936155386344,0.2563207644629642,-3.423419937815547,6.183846493970277e-4,0.03659147310150395,LRRC14,3.3134822,4.612041923076923
ENSG00000161647,497.7981957973361,2.844413777111368,0.6034289381922271,4.713751026977194,2.431977912565553e-6,0.001224000177641816,MPP3,23.846174800000004,2.358153
ENSG00000161798,118.6679400548008,-4.993652405003051,1.2871222429892377,-3.8797032932984634,1.0458396063793113e-4,0.014463820009793927,AQP5,0.1724434,1.5187064615384616
ENSG00000162068,48.392203398957996,-1.3738254395922802,0.3993925274954243,-3.439787539860819,5.821710039880043e-4,0.03568009889912576,NTN3,0.3487902,0.5752823076923077
ENSG00000162601,909.2546506043151,1.4856123486773487,0.32671452981434534,4.547126659844434,5.438327250989848e-6,0.002215729902831864,MYSM1,14.527848800000001,5.0162756153846155
ENSG00000162645,1418.1514285565688,1.1580497896685282,0.34893164411046235,3.318844275705533,9.039082198744933e-4,0.045227127071615,GBP2,16.0198898,9.858214307692307
ENSG00000162654,1254.5246195020907,1.2125452669701118,0.30253458825574797,4.007955830640711,6.124657106024235e-5,0.010694401265131296,GBP4,8.8774116,5.608610461538461
ENSG00000162664,613.2510213301587,0.7491452512661256,0.22947878767147042,3.2645511982511746,0.0010963764642573555,0.049632788508920285,ZNF326,12.9970828,5.293472615384616
ENSG00000163017,169.345102528545,-2.469523109221228,0.682188667649935,-3.6200001939763435,2.9460279496140105e-4,0.025332879534570325,ACTG2,1.7446474,2.199259846153846
ENSG00000163093,906.2360918730445,-0.7274148809412494,0.20217226255586138,-3.5979954507372662,3.2067922663813825e-4,0.026508460367004216,BBS5,6.7046786,8.554567692307693
ENSG00000163132,51.3110826653097,-1.2768645713221005,0.3858763435723655,-3.308999353267281,9.36300533967673e-4,0.045777070677870915,MSX1,0.3846674,0.7886401538461538
ENSG00000163166,877.7554622614114,0.6356149545580794,0.18090851218600573,3.513460737019138,4.423097778859947e-4,0.030529003604362608,IWS1,12.7173488,6.969208384615385
ENSG00000163510,287.52743187307505,0.6862792022954709,0.1795115659650678,3.823036129209736,1.3181845588214385e-4,0.016585863360700333,CWC22,3.6215216,2.317170230769231
ENSG00000163605,682.5681374978151,1.003587295696807,0.23801706014295196,4.216451102681703,2.481770693854662e-5,0.006154791320759562,PPP4R2,19.477017200000002,10.116694461538462
ENSG00000163631,89.60112933526224,-3.9764760330752775,1.10812288104852,-3.588479311349194,3.3261238176983046e-4,0.026625775395355846,ALB,0.583453,2.8490360769230767
ENSG00000163636,585.6011014966052,0.44603675716991786,0.13080827021930552,3.409851352839684,6.499829527250038e-4,0.03796077913662207,PSMD6,12.7979864,8.943008923076924
ENSG00000164010,415.0288953135689,0.764815984688556,0.20597730056997693,3.713108107408778,2.0472938140948468e-4,0.02124028674028025,ERMAP,6.6912142,3.723253076923077
ENSG00000164086,323.5807009049203,-0.8026674126238674,0.23844427416091246,-3.3662683469689565,7.619254799259458e-4,0.04152251214169676,DUSP7,1.4894371999999998,2.0895406923076925
ENSG00000164164,937.6430809319386,0.6043697242502535,0.16875728008805327,3.581295716160563,3.418944105915783e-4,0.026670293619849707,OTUD4,16.0662818,8.971090692307692
ENSG00000164434,1197.3670828744202,8.039376646575763,1.7456223428950577,4.605450130320123,4.115746130237354e-6,0.0018058627636056823,FABP7,101.7966556,0.3196513076923077
ENSG00000164949,458.721265211875,-0.9819633039418102,0.24324501985284078,-4.036930764444352,5.4155042396852555e-5,0.010425463992668018,GEM,5.8687306,8.041018307692308
ENSG00000165125,287.43067432532325,2.570169423807205,0.7622736227211401,3.3717150209557243,7.470170118105268e-4,0.04097100995545428,TRPV6,3.1496904,0.49696630769230765
ENSG00000165197,31.983365861966995,-2.864977544770792,0.8048569076481191,-3.5596110532772505,3.7140445319357347e-4,0.02796030762442213,VEGFD,0.17113019999999998,0.6434454615384615
ENSG00000165238,405.05898495444796,-1.4865417002901893,0.45125389090671714,-3.294246831430615,9.868579794249741e-4,0.04745199014847343,WNK2,1.5498543999999999,1.9204643846153846
ENSG00000165424,1550.6843473172128,-1.1079324266134978,0.28017067782861915,-3.9544910095524766,7.669775565405654e-5,0.012036752104832562,ZCCHC24,4.7345608,8.21823776923077
ENSG00000165507,650.3513155629347,-0.9685050793144848,0.28293350605645945,-3.4230837231459583,6.19150040755654e-4,0.03659147310150395,DEPP1,4.4915216,6.882997307692308
ENSG00000165804,408.73903689725114,-1.2266587622633327,0.31455236148204885,-3.8996965608008534,9.631331911175216e-5,0.013734279305335858,ZNF219,2.9780704,4.885864769230769
ENSG00000165813,624.6732988008567,1.1056288270125814,0.26422198266442676,4.184469497440633,2.8583282215626476e-5,0.006888973595405637,CCDC186,7.7058266,4.169895923076923
ENSG00000165821,164.82467221535427,-1.3156284131470726,0.36585423157673347,-3.59604536341446,3.230914818103493e-4,0.026508460367004216,SALL2,0.5794079999999999,0.9842333076923078
ENSG00000166801,955.946484184597,0.724187765363035,0.14308167006888994,5.061359467039756,4.1627751829905643e-7,3.220363767831523e-4,FAM111A,15.2504,9.192551
ENSG00000166816,90.95914857321785,-1.7933923997570103,0.5080761968389701,-3.529770555902285,4.1592019810037455e-4,0.029419599355691557,LDHD,0.33458940000000004,1.0213879230769232
ENSG00000166823,87.88959599418853,-3.3750789673819757,0.6948639832316538,-4.857179316857457,1.1906975636376788e-6,7.2768631103457e-4,MESP1,0.22914020000000002,0.9136406153846154
ENSG00000167394,160.17118269611154,-1.2409900971642602,0.3582622954295002,-3.463914883023088,5.323749355597058e-4,0.0337407403603618,ZNF668,0.9644568,2.0039273846153844
ENSG00000167531,2299.543795305014,-29.999432302463894,3.3439627611692173,-8.971222003672848,2.9324274746928206e-19,2.5089849473471774e-15,LALBA,0,127.44146546153846
ENSG00000167994,450.52582186208014,-1.6474866232837917,0.4436827937201128,-3.71320827988446,2.0464832984884362e-4,0.02124028674028025,RAB3IL1,2.5060431999999997,4.514907461538462
ENSG00000168077,387.1187366608092,-1.4635753385381607,0.4018907029966921,-3.6417247963812867,2.7081749763731153e-4,0.024650154359413163,SCARA3,1.4883252,2.4479903076923075
ENSG00000168234,683.5148565800023,0.6615642111783215,0.19452075178002226,3.4009955499579028,6.714092079351648e-4,0.03840753795672549,TTC39C,13.094994,8.882640538461539
ENSG00000168724,711.8353085192243,0.6862796339313517,0.17867651345221858,3.8409056717735632,1.2258121511869106e-4,0.01589098297811395,DNAJC21,8.8602264,6.213261846153846
ENSG00000168936,504.3302809134699,-0.9991341801670472,0.23947996396702223,-4.172099258811621,3.0180610105023925e-05,0.006982837297618017,TMEM129,2.6455501999999997,4.807478
ENSG00000169045,5319.380454563868,0.9290161137269426,0.21043017786326146,4.414842600810905,1.0108351115230373e-5,0.003528999701217035,HNRNPH1,253.20429560000002,108.43152161538463
ENSG00000169245,331.8518458972046,3.1285388341056373,0.8707158000309646,3.5930654227181584,3.26810491795716e-4,0.026508460367004216,CXCL10,21.824126200000002,6.849408230769231
ENSG00000169248,108.1906896772695,2.906074226845864,0.7226698464346769,4.021302730677235,5.7877166128290495e-5,0.010425463992668018,CXCL11,6.4435762,1.956686076923077
ENSG00000169249,371.8284298753047,0.8500978307616565,0.22924712834086092,3.7082158320328906,2.087247188482178e-4,0.02124028674028025,ZRSR2,9.8208396,5.411699923076923
ENSG00000169733,417.9502113976969,-1.2575694762178937,0.3180510922113996,-3.9539857180619986,7.685999927437809e-5,0.012036752104832562,RFNG,1.8726282,3.7116243076923077
ENSG00000169902,350.6947287692112,-0.9258409750481911,0.22586434724146928,-4.099101900568591,4.14756410405265e-5,0.008874893971556202,TPST1,4.8542738,5.523612692307693
ENSG00000170017,2559.3002567045446,2.186669293811508,0.6051527441969451,3.61341713274932,3.0218796349169353e-4,0.0258552021563493,ALCAM,51.571895999999995,8.920838230769231
ENSG00000170044,25.778809629061797,4.822637938183541,1.170082174352455,4.1216232875716425,3.762120430593958e-5,0.008253513436964592,ZPLD1,1.0976856,0.034914153846153845
ENSG00000170144,2635.013812524549,0.6576589175612645,0.18094930576284482,3.6344926264774027,2.785282225866065e-4,0.024682793209753258,HNRNPA3,27.6460336,21.40737930769231
ENSG00000170382,339.0055576150833,-1.5867887224435446,0.2628808459762166,-6.036151917234415,1.5783267303810033e-9,3.376040876284966e-6,LRRN2,0.7072374,1.309829923076923
ENSG00000171209,397.91360040537006,-28.685548801402028,4.153876352602525,-6.905730061856485,4.9945892482361335e-12,1.4244568535969452e-8,CSN3,0,25.418503384615384
ENSG00000172146,524.451174181349,0.8234886474894019,0.20811500853348378,3.9568921688649388,7.593118534828367e-5,0.012036752104832562,OR1A1,5.5815833999999995,2.610729076923077
ENSG00000172935,163.11302497759186,-1.3106032048078855,0.3645667455267406,-3.5949609252326993,3.2444026807985823e-4,0.026508460367004216,MRGPRF,0.912931,1.6392734615384614
ENSG00000173145,265.10777730732804,0.8130972275358928,0.23240791041401077,3.4985781081523593,4.677460636003417e-4,0.031388512315015875,NOC3L,5.2192952,3.0388136153846155
ENSG00000173198,606.8117242552942,0.8091546691597375,0.20100277225177915,4.025589598068717,5.683273507374503e-5,0.010425463992668018,CYSLTR1,9.2828892,4.710179769230769
ENSG00000173200,1049.4520461262587,0.8311990836065497,0.22722489316302072,3.658045877087122,2.541455627323674e-4,0.023507777672844704,PARP15,11.8066092,6.13948123076923
ENSG00000173548,1154.3931024040714,-1.046372637521911,0.2843110570421655,-3.6803796813527576,2.3288692831769113e-4,0.022772349242127603,SNX33,2.047389,3.0738854615384614
ENSG00000173575,3532.619400154065,0.6520606553533198,0.17234716207505724,3.783413939066471,1.546918280354676e-4,0.018773663555623557,CHD2,100.5456846,55.82943307692308
ENSG00000173692,1102.1571024201007,1.4400371018313176,0.40650196428143354,3.542509577725771,3.963390299621475e-4,0.028616681353216322,PSMD1,25.8841912,13.448032615384616
ENSG00000174080,702.1773806754057,-0.964260525523661,0.29151361300613576,-3.3077718586794274,9.404138604465577e-4,0.04584718512809543,CTSF,4.185641400000001,7.316565153846153
ENSG00000174516,210.68108546209754,-1.0388548468748813,0.2793875052343317,-3.718329658312954,2.0054445327146193e-4,0.02124028674028025,PELI3,1.2350302,1.8023013846153846
ENSG00000174951,297.23592992138293,0.7575775199547875,0.22702114113452027,3.337035115623389,8.467724883692617e-4,0.04338314617058325,FUT1,3.6080118,2.011463076923077
ENSG00000175573,318.5927501050046,-0.8514246736304623,0.2587244501640628,-3.290855089615826,9.988335205318027e-4,0.04761013705665796,C11orf68,2.0414738000000003,3.559867692307692
ENSG00000175970,513.4294826449725,-0.6452410919975924,0.16044971469204636,-4.0214536575276165,5.7840088345796575e-5,0.010425463992668018,UNC119B,2.1558508,3.0409631538461537
ENSG00000177082,1241.3337370810568,0.6951720363466182,0.16092728708024376,4.319789694832686,1.5617796503001528e-5,0.004949106180728929,WDR73,19.5945606,10.626945307692308
ENSG00000177352,251.58492643387277,-0.7669822827400288,0.22664853568020696,-3.3840160512760318,7.143382692293806e-4,0.03968752098393883,CCDC71,1.6324904,2.667531
ENSG00000177370,252.98482887248736,-0.5210155231494656,0.15581215286969363,-3.343869611924258,8.261855776138984e-4,0.043102706110149484,TIMM22,1.4271032,1.6107162307692307
ENSG00000177374,1002.9550742129654,-1.1695989134004374,0.312339020963892,-3.7446455130422183,1.8064865420365633e-4,0.020153555050863664,HIC1,4.2822005999999995,7.661038846153845
ENSG00000177427,383.89667773012167,-0.5982694635073629,0.1475077805188101,-4.055850216192981,4.995226420610957e-5,0.01005627229523467,MIEF2,1.9332416,2.402138846153846
ENSG00000177943,355.0959002107755,-1.2977141620788222,0.2719717309193779,-4.771503853330665,1.8285548192628113e-6,0.0010093622602330718,MAMDC4,1.3413129999999998,1.9514756923076924
ENSG00000177951,785.5674384975755,-0.8100961338601447,0.20966448676417768,-3.8637737194440027,1.1164865448368116e-4,0.015043557287596472,BET1L,4.3268746,6.826379384615384
ENSG00000178057,339.5207868837513,-0.7481449781409839,0.224655597412639,-3.3301862350966456,8.678791527146811e-4,0.04406868860906119,NDUFAF3,3.4075607999999997,6.638130230769231
ENSG00000179304,127.7041184141791,-3.8520184824711827,0.7621850742104239,-5.053914872921951,4.328445924504735e-7,3.220363767831523e-4,FAM156B,0.507577,1.3909213846153847
ENSG00000179314,60.820401180835226,-1.883136055754526,0.5339118556865226,-3.52705420510493,4.202107262788841e-4,0.029419599355691557,WSCD1,0.28581999999999996,0.43817984615384614
ENSG00000179409,401.08537286294035,-0.7433513104259332,0.22378492511406192,-3.321722006283717,8.946377941183282e-4,0.045026593920449505,GEMIN4,1.9012634000000002,2.3615696923076923
ENSG00000179954,803.5614484736817,-1.6290190649411007,0.4928531580952694,-3.3052827970845797,9.488061281916701e-4,0.046059543525315966,SSC5D,2.2737674,4.3773124615384615
ENSG00000180251,203.32025996401094,1.3262294827667376,0.2729163473967278,4.859472491909214,1.1769893360817175e-6,7.2768631103457e-4,SLC9A4,2.2015208,0.7799166153846154
ENSG00000181896,1200.6484922962666,0.5474204945051926,0.15370670452400953,3.561461396237817,3.68796338829662e-4,0.02796030762442213,ZNF101,9.4227594,6.4208827692307695
ENSG00000182175,667.9199712496169,-1.6935229766249524,0.48369776513038765,-3.5012007470583186,4.631668138513705e-4,0.031388512315015875,RGMA,2.3450058,2.879880846153846
ENSG00000182271,9.092819939396167,14.723298581627125,4.169631780941436,3.5310788470397836,4.138683574511072e-4,0.029419599355691557,TMIGD1,0.21602459999999998,0
ENSG00000182484,1069.2326344767685,-0.9531533714035847,0.25440945684273514,-3.746532787076318,1.7929557850356056e-4,0.020153555050863664,WASH6P,5.1456338,6.622475846153846
ENSG00000182545,164.54177838180522,-1.444169834640514,0.4058868231862915,-3.558060405369892,3.7360340780156055e-4,0.02796030762442213,RNASE10,2.1861226,2.743698307692308
ENSG00000182809,1445.153334580641,-1.9318710673327772,0.3680111848301245,-5.249490088798624,1.5252080509178343e-7,1.5352564804297636e-4,CRIP2,6.9814680000000005,18.68904676923077
ENSG00000183048,222.4443342981798,-1.6066066567430157,0.42970119556919334,-3.738892684752396,1.8483260291961986e-4,0.020153555050863664,SLC25A10,0.869937,2.7170186153846156
ENSG00000183077,1419.4427426315792,0.9497433703951933,0.28378036657078703,3.3467550340847363,8.1763429392147e-4,0.04299978017341538,AFMID,37.9076794,17.134262538461538
ENSG00000183087,1445.2225449698408,-0.9802797211510781,0.28640895782815234,-3.422657337900911,6.201219728515746e-4,0.03659147310150395,GAS6,7.5188514,12.003537692307692
ENSG00000183258,727.4775960793995,1.1429583966594754,0.33253836018061633,3.437072330658887,5.880385473891685e-4,0.03568267951391295,DDX41,16.4149182,9.467889615384616
ENSG00000183628,144.86493614999983,-0.962867970088708,0.2802203664001721,-3.4361098818694447,5.901315730584373e-4,0.035683150099561765,DGCR6,1.3087146,1.449531076923077
ENSG00000183813,467.6217685561959,1.0433944976899447,0.2652582173160919,3.9335049004215983,8.371613140697499e-5,0.012566231935404877,CCR4,5.2737096,2.8102233846153846
ENSG00000184113,268.29938028062645,-1.6064096041197475,0.4222664940025026,-3.80425543332412,1.4223135582890043e-4,0.017765423072584996,CLDN5,2.188112,4.7831494615384615
ENSG00000184185,54.91676838587398,-1.7377087545927368,0.46837092214779324,-3.7101123755167857,2.07167269150455e-4,0.02124028674028025,KCNJ12,0.1290246,0.24548584615384617
ENSG00000184232,758.8662803547512,-1.0537920588935288,0.3206651530475706,-3.286269333846821,0.0010152388580953995,0.047688922401298676,OAF,6.0366666,9.415827230769231
ENSG00000184702,282.6323264479299,-1.091956212033023,0.33040669811986045,-3.3048852164519316,9.501530425687551e-4,0.046059543525315966,SEPT5,4.168827,4.693306538461538
ENSG00000185359,1222.9630683409448,-0.9189207886905306,0.274268775437406,-3.3504389525385396,8.068359177036304e-4,0.04299978017341538,HGS,10.163354,13.713079
ENSG00000185504,747.4099324740376,-1.4920280881699455,0.2802695140995932,-5.323547560865847,1.0176283004802088e-7,1.1609103651878222e-4,FAAP100,3.3054737999999997,5.818583384615384
ENSG00000185670,339.2909685883838,0.7471014158390974,0.19824306475468656,3.7686131253246558,1.6415708566411809e-4,0.019638823261618484,ZBTB3,6.0683484000000005,3.316934769230769
ENSG00000186298,1089.0749238246538,0.6324028463655114,0.19272328558493942,3.2814034092771363,0.0010329189572139926,0.047688922401298676,PPP1CC,23.73999,16.83988223076923
ENSG00000187187,552.4458096068952,0.8012223621633934,0.23949797546843776,3.345424363593347,8.215676360793719e-4,0.04299978017341538,ZNF546,24.5877886,12.407138615384616
ENSG00000187510,58.94458004721223,4.156835495602321,1.0715765336051946,3.879177422462894,1.0481028992604295e-4,0.014463820009793927,PLEKHG7,1.9890970000000001,0.13999753846153845
ENSG00000187775,159.0959689770895,-0.976167399766613,0.2789558529617046,-3.499361599344619,0.00046637364616471843,0.031388512315015875,DNAH17,1.2607642000000001,2.045599923076923
ENSG00000187838,382.06307018333325,-1.1479511076896987,0.3317052693678213,-3.4607563210482457,5.386601592718566e-4,0.03376392910424912,PLSCR3,2.6459558,5.001539
ENSG00000188488,152.22961888913878,-3.91812106353193,0.8138184729071972,-4.814490201402356,1.4757614434256346e-6,8.42397452897258e-4,SERPINA5,0.1600904,1.822323
ENSG00000188636,555.2519480999532,-0.8795137911304379,0.23385603045024295,-3.760919867822567,1.6928965984166038e-4,0.019812472997640027,RTL6,1.1825324,2.0198047692307695
ENSG00000189042,287.6020137856091,0.7917918885217734,0.23631832307296885,3.350531089700095,8.065675475105497e-4,0.04299978017341538,ZNF567,13.6940496,7.561627230769231
ENSG00000196369,907.1884302259889,-1.1540240751667667,0.29710388506566776,-3.8842443104091253,1.0264865215587234e-4,0.014397735538453176,SRGAP2B,6.2774856,8.379192846153845
ENSG00000196421,165.19628589987641,-1.830176330359769,0.42761721555317045,-4.279940712845792,1.8694310611227888e-5,0.005318605257437845,C20orf204,0.498939,1.059309
ENSG00000197140,707.6751097721522,0.7109408419434281,0.2034113317265031,3.4950896585217004,4.7390253273775214e-4,0.03143186100855974,ADAM32,10.9454258,5.111828846153846
ENSG00000197170,752.5285093865241,0.8193262466905609,0.23581763204054945,3.4744062163667033,5.11985302364636e-4,0.03341992207091708,PSMD12,10.0900728,7.120155153846154
ENSG00000197409,122.59680306558478,-3.666237275680511,0.795017177774926,-4.611519572371359,3.99736011058054e-6,0.0018000743740066894,HIST1H3D,1.1163986000000001,9.390923384615384
