gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,High_expression_mean_tpm,Low_expression_mean_tpm
ENSG00000102109,97.88459319191938,3.789443189553283,0.7213166620064404,5.253508464662984,1.4922881403010589e-7,6.820782671219026e-4,PCSK1N,3.489535565217391,0.5178848095238096
ENSG00000171209,219.67527643976086,-19.680362181667775,3.750597454139399,-5.247260582429946,1.5437747232997288e-7,6.820782671219026e-4,CSN3,0.016387869565217393,15.73717576190476
ENSG00000182271,4.555049351938852,-18.436507539973864,3.7627406020796066,-4.899755122578553,9.595617629279332e-7,0.0033916670072450723,TMIGD1,0,0.20418347619047617
ENSG00000203837,22.011492425983175,24.862757944100707,3.7556503333489535,6.620093921771018,3.589707172158501e-11,6.344089485355719e-7,PNLIPRP3,0.009674913043478261,0.44258314285714284
ENSG00000224902,9.659990408865559,22.947125878284723,3.760066498811212,6.102851076048713,1.04192916389097e-9,9.207007056722557e-6,GAGE12H,0.6455107826086957,0
ENSG00000276043,595.2891680574069,0.7811447826268,0.17680067887681475,4.418222755643715,9.951582789506131e-6,0.02931238710649031,UHRF1,2.9795971739130436,1.3880891904761905
