gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,Positive_expression_mean_tpm,Negative_expression_mean_tpm
ENSG00000061656,165.9320325021752,1.4466343369037427,0.47283035928609407,3.0595208376381597,0.0022169136500359466,0.047697233076530975,SPAG4,2.8172275,1.7374055833333335
ENSG00000062282,803.707877885506,-3.1761065051420885,0.6622351050620549,-4.796040682326061,1.6183242719751584e-6,3.518342402774384e-4,DGAT2,1.4329014,7.985891166666668
ENSG00000063127,114.44456421339243,-1.3855491810610336,0.4544754732091092,-3.0486775695011534,0.002298510298554132,0.04847353401901288,SLC6A16,1.3838665,2.9724819166666667
ENSG00000063854,677.41123086696,0.8805852144934795,0.2752501160940751,3.19921832182811,0.001378007720282143,0.035959037601236934,HAGH,8.303229100000001,5.71262925
ENSG00000065057,258.3749403704248,1.1932630512790046,0.3439105453308617,3.469690207175872,5.210589805057431e-4,0.020133435437228713,NTHL1,5.6007439,3.2585230833333334
ENSG00000065361,3816.5365811105776,1.4652289419907827,0.342762484797896,4.2747646168300175,1.913393324593615e-5,0.0023288730179339425,ERBB3,31.7728993,15.823334083333334
ENSG00000065621,538.4010308857844,1.289995055332355,0.3489119158628949,3.6971940386216535,2.1799571535557804e-4,0.012259561021977061,GSTO2,6.0235763,2.7677216666666666
ENSG00000065882,1252.3912884805109,-0.8264809884152315,0.26612353778497105,-3.105629044669591,0.0018987475089341935,0.043864841520214866,TBC1D1,7.3481682,13.325939333333334
ENSG00000067082,2583.003892882798,-0.5979249299142843,0.17785872920633775,-3.361796930532539,7.743704926483214e-4,0.025621889698499798,KLF6,12.8067411,19.33526033333333
ENSG00000067715,101.7427631043347,1.8163823189710047,0.5331479172285065,3.406901275003022,6.570488837190714e-4,0.022849210160353014,SYT1,1.1363741,0.47235841666666667
ENSG00000067836,538.5811506390776,1.2173445864207102,0.313736222579887,3.880153131220723,1.0439072122071669e-4,0.007767763710048089,ROGDI,7.3331642,3.6071959166666665
ENSG00000068650,1235.4593755768326,-1.2541234453584762,0.38829888163548565,-3.229788971001417,0.0012388161988132157,0.033295627804064976,ATP11A,5.3337798,10.846717333333334
ENSG00000068724,784.0278869082063,-0.6060684771984571,0.19835631068519874,-3.055453467070769,0.0022472047087158087,0.048020003663274816,TTC7A,3.2043341,5.098186583333333
ENSG00000069399,803.8773613789542,0.6436346804255114,0.20885709190591487,3.081698948080027,0.0020582288434592582,0.046330540941275776,BCL3,10.482151,8.527992
ENSG00000069482,53.427356569904624,-2.3799882816162325,0.7832782825571772,-3.0384964508989816,0.0023776190541145914,0.049650280247687056,GAL,0.4399224,2.3289555833333333
ENSG00000070081,959.320303131216,0.8283591988442647,0.24644803034268992,3.361192206293627,7.760679958867741e-4,0.025623863170864136,NUCB2,26.9354448,19.370962416666668
ENSG00000070190,403.28714348898995,-0.9712640687574746,0.2833802265640131,-3.4274235733878013,6.093377975541666e-4,0.0216977034300993,DAPP1,2.4765182,4.3452635
ENSG00000070778,501.7538709874191,-1.0039707385729502,0.30780230908602846,-3.261738813961749,0.0011073111735167651,0.031343160127451294,PTPN21,1.5490673,2.9784155833333332
ENSG00000070882,632.0321704962848,-1.2901863180783566,0.2690995421579046,-4.79445749975037,1.631156395652443e-6,3.518342402774384e-4,OSBPL3,3.1243705,6.961545833333333
ENSG00000071054,2605.263899516366,-0.7763002627257171,0.20805923947267643,-3.7311501507611027,1.9060757141372946e-4,0.011161350573504982,MAP4K4,8.448451,13.933184166666667
ENSG00000071553,1892.4380114156884,0.7471700840758219,0.23519585740554097,3.1767995079415856,0.0014890994110516719,0.037872020842269385,ATP6AP1,16.0317915,11.600773583333334
ENSG00000074071,989.4393728831809,1.157056312770367,0.35670180536165785,3.243763545287455,0.0011796162711423456,0.03259640653004363,MRPS34,17.2749811,10.687808166666667
ENSG00000074219,897.9006201993861,-1.391826252094217,0.38364641311697567,-3.627888087851984,2.857490637562498e-4,0.01383285240456391,TEAD2,4.0168616,8.09279175
ENSG00000074319,792.4987166990423,0.8452715333358853,0.25045138504190506,3.3749924489116165,7.381771626225131e-4,0.024712257074828336,TSG101,15.4732115,10.156780333333334
ENSG00000074410,2233.421738289311,3.166800801289277,0.45485681585083687,6.962192696542508,3.3501681835332467e-12,5.708686584740652e-9,CA12,26.5261671,3.035442333333333
ENSG00000075618,1070.6604011250922,-1.2684068898547314,0.36610551411583064,-3.4645937877172353,5.310329361962989e-4,0.02030985316962703,FSCN1,3.3567524,9.179793666666667
ENSG00000076108,3035.281659481423,0.6419983534231567,0.2019682750622313,3.178708899827666,0.001479325768514329,0.03783053552350998,BAZ2A,17.825600700000003,12.31893275
ENSG00000077092,98.61525623648647,-0.9320401924749275,0.2801779120604173,-3.3266012499727076,8.791207528496799e-4,0.027436296023001,RARB,0.600741,1.0384694166666666
ENSG00000077235,2777.123210430344,0.9746815117961016,0.23812624862781545,4.09312924304914,4.255903423588253e-5,0.004235915610371339,GTF3C1,11.899965700000001,6.958358416666667
ENSG00000077312,535.4074767772087,0.6298512917418633,0.19058487111486624,3.304833631638313,9.503279301440403e-4,0.028838191737550267,SNRPA,7.6584217,5.785052666666667
ENSG00000078401,207.12640768777382,-1.7943910767214717,0.4557126110515461,-3.9375497478135544,8.231786950628626e-5,0.0066795071256529415,EDN1,0.9242102,3.03111
ENSG00000079156,190.95377148269569,0.9433982098593613,0.30249219858515547,3.1187522001291628,0.0018161863550084103,0.042745601504617835,OSBPL6,2.6528118,1.5217746666666667
ENSG00000079616,844.2080080435788,0.9634342794192859,0.3033381264025191,3.1761067784167767,0.0014926599829252621,0.03788770789263598,KIF22,7.4567205,4.741109083333334
ENSG00000079841,221.0894095739449,4.311288624347155,0.5903048072838337,7.303495704506734,2.80385831881152e-13,7.962957625424716e-10,RIMS1,2.0631905,0.22817199999999999
ENSG00000080200,809.9347344381131,-0.9401991211836275,0.2900642238268934,-3.2413481013940078,0.0011896581595250261,0.03280222498107839,CRYBG3,1.2135002,2.1121824166666667
ENSG00000080644,22.953951764749338,-2.1341255937597987,0.6966521990723692,-3.063401790163735,0.0021883602188005383,0.04732190117812332,CHRNA3,0.0910688,0.29102158333333333
ENSG00000081189,602.0190404263612,-1.0496514896550404,0.33605193994938,-3.123479929361964,0.0017872605433921463,0.04232892860277827,MEF2C,9.8591022,19.62869625
ENSG00000081377,582.4966077890305,-1.0285057231990307,0.2858364121260719,-3.598231994128847,3.203877719822066e-4,0.014755155769126489,CDC14B,2.2649782,4.25441025
ENSG00000081818,109.40898687787673,-1.5032492791800018,0.3973861485858818,-3.782842669603328,1.550474240289304e-4,0.009969841907369714,PCDHB4,0.3745663,0.833858
ENSG00000081842,90.43203143450503,-2.4622866520655178,0.6494443456738682,-3.7913743779085967,1.498159215484072e-4,0.009824221648186826,PCDHA6,0.1328161,0.7095405
ENSG00000082175,240.7346404551513,2.3249272192521553,0.6055793167476545,3.839178708642975,1.234465558620362e-4,0.008728337393730693,PGR,1.7097521999999998,0.3774680833333333
ENSG00000083093,309.9974041021443,0.6232132730984234,0.15608840492455972,3.992694226067807,6.532678540075526e-5,0.005708556016558306,PALB2,3.1123549,2.1879280833333334
ENSG00000083857,7703.377607527391,-2.1334141071549406,0.3018614313168121,-7.067527964232908,1.5771797095712673e-12,3.3593927813867992e-9,FAT1,5.8474438,21.605964916666668
ENSG00000084207,947.4361487352352,-1.7190363525963426,0.39376049927054757,-4.36569019945095,1.2672197919074454e-5,0.0017002697050474698,GSTP1,8.7163522,25.50956725
ENSG00000084444,754.3431287875974,1.6042103987607714,0.3410448922900359,4.7038100702487515,2.5535080799017974e-6,4.88605501380335e-4,FAM234B,5.5882718,1.8132665833333332
ENSG00000084463,748.329633743895,0.6902479594658564,0.19376941122285674,3.562213226069997,3.677415122031289e-4,0.015962202038352472,WBP11,6.8922824,3.9211255
ENSG00000084628,141.27978703772644,2.757260768630671,0.854598853654381,3.226380139454024,0.0012536672866488648,0.03364171742440418,NKAIN1,2.3944896,0.12368183333333332
ENSG00000085117,1015.0021541165092,-0.9097945272828585,0.29350114005488726,-3.099798955168348,0.0019365203900163753,0.044472112460753416,CD82,11.0636495,20.635688166666668
ENSG00000085644,424.58370115520654,0.8207348138306367,0.2673707685236993,3.0696505020438996,0.0021430939725303306,0.04693871631351778,ZNF213,2.6283756,1.5944460833333334
ENSG00000085741,37.50995872179332,-2.408477622047379,0.726883312829023,-3.313430889854393,9.215887960585559e-4,0.028244376051866533,WNT11,0.26775340000000003,0.84186775
ENSG00000086696,277.12035484867573,-1.9928546611633484,0.4726275315050271,-4.216543743901959,2.4807518303807667e-5,0.0028585281954391327,HSD17B2,0.7069510999999999,1.6910144999999999
ENSG00000087053,367.72351780554675,-0.8220057693544703,0.22976165014496802,-3.5776456551205396,3.4670302597133854e-4,0.015548000264275004,MTMR2,2.4851393,4.404987583333333
ENSG00000088298,624.7575474784161,0.909620449690998,0.28697855488264123,3.1696460735994147,0.0015262472051978618,0.03830228626888301,EDEM2,4.6718091,3.8112566666666665
ENSG00000088356,367.5782926984605,0.8237430737633341,0.2389380321325263,3.447517611204094,5.657635207930392e-4,0.02109542755867262,PDRG1,2.7627449,2.3322335
ENSG00000088367,1081.2864144396656,1.140624143498794,0.29626014767556574,3.850076199745538,1.1808108265954129e-4,0.008525854442875354,EPB41L1,9.6132477,5.707155083333333
ENSG00000089053,2646.696725410638,0.5011838504712209,0.16277942845539553,3.0789139341925766,0.0020775669125297517,0.04639840567697786,ANAPC5,32.2200262,24.272656333333334
ENSG00000089327,782.3520211151852,-1.1101189087000403,0.3630573407783768,-3.0576958072793703,0.002230458674377231,0.0478677780999849,FXYD5,7.697853,20.07075175
ENSG00000089685,1040.0546372322838,0.9122506775310053,0.2772896400806846,3.28988373768873,0.0010022878640671999,0.029551045804929513,BIRC5,11.8189037,8.464454916666666
ENSG00000091129,174.20221199391705,1.9874580191963813,0.6385770781563664,3.1123228302123906,0.001856213924749851,0.04338804564847388,NRCAM,1.4172676000000002,0.5782831666666667
ENSG00000091622,223.30130917526492,-1.8630428892104625,0.38724939591032354,-4.810963965046166,1.502040986663239e-6,3.3677340016765255e-4,PITPNM3,0.2310115,0.76516675
ENSG00000091831,2735.121498271113,4.953314184929186,0.5378018758373447,9.210295477710995,3.252284213378947e-20,5.541892299597725e-16,ESR1,31.2509459,1.41277525
ENSG00000092964,1512.1841049570467,-0.8527307306183617,0.2714066585689432,-3.1418931838835102,0.0016785926196106608,0.040745325125592105,DPYSL2,5.5090496,9.234656333333334
ENSG00000093134,23.095424929931664,-2.131817696372284,0.5603496046324988,-3.804442224547336,1.4212407816322297e-4,0.009687177167605277,VNN3,0.21654620000000002,0.7230865
ENSG00000093144,429.57334396191146,-0.886124878514193,0.24225171433796663,-3.6578683496041458,2.543216120644447e-4,0.013221720783703714,ECHDC1,6.5528875,10.8460465
ENSG00000094804,664.7347165823728,2.579453240983196,0.4694288856891171,5.494875410567425,3.909863475279405e-8,2.0189113217806383e-5,CDC6,7.6166961,1.7089898333333333
ENSG00000094963,277.1199214737789,-1.8658226840531384,0.6032771954333846,-3.0928115602194466,0.001982699894555663,0.04524969389408698,FMO2,1.7398917,4.791084166666667
ENSG00000097033,1381.9210547223327,-0.9215231011109778,0.2991093809539765,-3.0808900014164755,0.00206382877316398,0.046334179571428484,SH3GLB1,5.6924668,12.934005083333332
ENSG00000099769,23.3990026292365,1.6391621901458888,0.5238053437915767,3.129334607930451,0.0017520267257360121,0.04193052725637872,IGFALS,0.281006,0.11985558333333333
ENSG00000099810,1237.6575690896816,-0.6901711703983483,0.19001935342221035,-3.632109877065174,0.00028111337083476105,0.01369513609165532,MTAP,5.8852781,8.217105166666666
ENSG00000099812,429.011882966694,1.6600940459386468,0.5278676156659151,3.1449060269484543,0.0016614018787224985,0.04061734291740513,MISP,3.2306533,1.6489704166666668
ENSG00000099994,774.2979127928725,-2.1872088547593624,0.5776373396202501,-3.786474150367903,1.5279998334149052e-4,0.009900044548057027,SUSD2,0.9389177,4.370087666666667
ENSG00000100078,21.46803543454305,5.334628853198684,1.2024780438967955,4.436362792879848,9.149160459122862e-6,0.001310098270785324,PLA2G3,0.2356134,0.006487083333333333
ENSG00000100219,15114.669827771024,1.6143044003113254,0.36131337211020387,4.467878924278916,7.899899477325893e-6,0.0011912768769348073,XBP1,211.4538851,103.19386516666667
ENSG00000100242,1989.91950941929,-0.7437570652896193,0.21092306330867008,-3.5262007559656317,4.2156727565342876e-4,0.01760663327729026,SUN2,10.501237399999999,19.899674833333332
ENSG00000100302,214.20845354362228,-2.5067334504635634,0.6900811341227973,-3.632519897316161,2.806669264461264e-4,0.01369513609165532,RASD2,0.2777177,1.7278360000000001
ENSG00000100335,707.0380929793231,-0.651117159979149,0.17084153524587345,-3.811234539903119,1.3827449380906365e-4,0.00950079586494534,MIEF1,2.1532045,3.5613855
ENSG00000100376,969.2712279977762,-1.303789315062863,0.3889814144159358,-3.351803625426504,8.02869463567757e-4,0.02610857950227973,FAM118A,7.5732981,16.356159166666668
ENSG00000100445,354.80312743905466,0.8113484067742762,0.24783194452855048,3.2737846136731905,0.0010611746382916904,0.030390614851244377,SDR39U1,5.3341889,3.9286168333333333
ENSG00000100523,789.9514025335945,-0.8084099602237438,0.23802681159488165,-3.396297899413308,0.00068303977062210365,0.02346572115201743,DDHD1,3.4864204,5.930302166666666
ENSG00000100726,711.02887139955,1.175592245230688,0.29966277809474756,3.9230506127757665,8.743477424049445e-5,0.007027776193669931,TELO2,6.4044449,3.8736448333333335
ENSG00000101084,1393.1945001070826,0.958078338538713,0.30154197660621324,3.1772635747820854,0.0014867185252209845,0.037872020842269385,RAB5IF,26.0379744,19.986921083333336
ENSG00000101098,321.2953129695954,5.590252082305157,0.9215386540134715,6.06621551679745,1.309593736793845e-9,1.1744988039456379e-6,RIMS4,1.8312677,0.06345316666666667
ENSG00000101194,663.4528425426093,2.186730193515321,0.5624508878245522,3.8878597951425715,1.0113201230350948e-4,0.0076251747329725734,SLC17A9,9.596375100000001,1.3763293333333333
ENSG00000101210,1537.061501515379,3.4160698390029154,0.9381940191109746,3.6411123599359083,2.714626230019223e-4,0.013572984221889645,EEF1A2,12.881269699999999,1.4436282500000002
ENSG00000101413,728.1104838717046,0.6868134319539516,0.19901923426733706,3.4509902245497237,5.585337990943014e-4,0.020871526176681792,RPRD1B,10.7261604,8.13739975
ENSG00000101473,398.2811580070473,0.8367092371455775,0.22070187547167666,3.7911288037647646,1.499641520581829e-4,0.009824221648186826,ACOT8,4.7077288,3.9115965
ENSG00000101493,926.7331566029662,1.400776092401121,0.3547280431754736,3.9488732829284605,7.851990054666313e-5,0.006463667175435457,ZNF516,5.483392,2.421761083333333
ENSG00000101812,8.925851431805217,-2.901920017434908,0.9169335476478109,-3.164809516326607,0.0015518450954668593,0.03860345092513094,H2BFM,0.0443468,0.16404883333333334
ENSG00000102054,1422.311181350224,0.6876348307144589,0.15061469853088935,4.565522737300655,4.9825118542004675e-6,8.323725685840781e-4,RBBP7,16.408577599999997,12.096542750000001
ENSG00000102243,68.13425871985125,-7.0286935343249795,1.635347518809718,-4.297981593197261,1.7236047261053136e-5,0.002191807800957802,VGLL1,0.1451905,1.8772800833333334
ENSG00000102316,4165.20079017727,0.9286131274907463,0.3003705494763728,3.0915585070159852,0.0019910874027668033,0.04524969389408698,MAGED2,43.4128185,28.7195825
ENSG00000102699,1646.3617160680349,-0.907731368186322,0.2138855943514738,-4.244004234781075,2.1956620510109144e-5,0.0026347944612130974,PARP4,4.6999802,7.693024083333333
ENSG00000103024,713.6824758760309,1.2066910075752462,0.30996633975575183,3.8929743420724265,9.90226289234801e-5,0.00753465461809249,NME3,15.5973772,9.832295
ENSG00000103245,723.1192009350264,0.6226354632355788,0.19448492619805083,3.2014587218010266,0.0013673366438798512,0.03576497550727057,CIAO3,7.6369222,6.128824416666666
ENSG00000103249,1563.87851699271,0.46934589633215285,0.14732261440160616,3.1858374102206803,0.0014433568811228206,0.03704036333483865,CLCN7,12.4308375,10.961553833333333
ENSG00000103253,442.7957067158636,1.419947052487526,0.423472209163962,3.3531056389529073,7.991020053857319e-4,0.026035751762472033,HAGHL,5.8419682,3.2111228333333335
ENSG00000103254,336.643410731304,1.0100165292541916,0.3005581430656591,3.3604696880015865,7.78100684345997e-4,0.025623863170864136,FAM173A,8.0457925,5.628325833333333
ENSG00000103260,915.6252616486745,2.5027756911895103,0.4323275148796972,5.789073341505808,7.0775791609527775e-9,4.638536496255205e-6,METRN,20.5926593,6.09121575
ENSG00000103266,829.4958284938492,1.1403436216726373,0.29781120482686735,3.829082328636951,1.2862197663206847e-4,0.009001990379179538,STUB1,9.1872908,5.91951675
ENSG00000103269,50.71732550547738,1.4607153888792472,0.44411131267590465,3.2890749395190957,0.0010051725647932889,0.029582280663346533,RHBDL1,0.6189114,0.3808374166666667
ENSG00000103429,923.2212879198566,0.5669643112327112,0.18140612480605128,3.1253868183275286,0.0017757138812828342,0.0422504431158826,BFAR,8.6554818,6.88960875
ENSG00000103490,438.9299701435395,1.260867572110206,0.3492771371254877,3.6099344563088414,3.0627438676058324e-4,0.014416893785636296,PYCARD,10.910826,6.4875126666666665
ENSG00000103546,11.190773685876877,-4.058517636818821,1.1884337468263961,-3.415013792444654,6.377878192740335e-4,0.02242831898955686,SLC6A2,0.0052826999999999995,0.08006875
ENSG00000104059,57.98260484172857,3.6219129808027892,1.117831530260797,3.240124189338061,0.0011947765061867954,0.032876091513327536,FAM189A1,0.1979743,0.18294583333333334
ENSG00000104219,170.0618698731144,-1.080573140626241,0.3513745485695012,-3.075274361860919,0.002103089927320817,0.046531767171248586,ZDHHC2,0.878613,1.9437454166666668
ENSG00000104221,337.92895163578004,1.2287281157913477,0.3716535542801565,3.306111569876496,9.460041153253973e-4,0.02883704852440925,BRF2,2.9900479,1.4470116666666666
ENSG00000104267,811.1660178652762,2.649296749046961,0.8553159329002913,3.0974481441769233,0.0019519454325463554,0.04476601638033633,CA2,32.4972776,2.74061525
ENSG00000104365,1771.7021970076196,0.7951817876239714,0.22700919360131352,3.502861602250854,4.602885516987139e-4,0.018368423702449847,IKBKB,18.080095399999998,11.720331166666668
ENSG00000104447,11121.99698325018,1.581632829384848,0.3799265684357016,4.162996117636669,3.1409871028606186e-5,0.0033038531007867247,TRPS1,73.5642445,31.101289666666663
ENSG00000104490,423.5236846534835,-1.4171150079206536,0.37392709866661583,-3.7898162849762285,1.5075874275911772e-4,0.009824221648186826,NCALD,3.9673220999999996,8.159661833333333
ENSG00000104517,4395.212708631905,0.8377946910368832,0.2647473979766036,3.1645058551658405,0.0015534653642079491,0.03860345092513094,UBR5,20.2097294,14.032556333333334
ENSG00000105088,310.4779102014172,-1.388310112012461,0.449986335439565,-3.085227267304246,0.002033966691872474,0.04596656820889517,OLFM2,1.3016161,4.42835625
ENSG00000105289,777.4213727414358,1.5804753666029967,0.5021939685387389,3.147141275315974,0.001648752783101926,0.040424097013031395,TJP3,7.4847733,3.3546181666666666
ENSG00000105388,1578.9644422731842,2.647794169324944,0.8558099276816581,3.093904480049294,0.0019754107565894395,0.045243278618661356,CEACAM5,15.5337922,2.22400425
ENSG00000105552,360.2498145196157,1.1816672958663441,0.22090466344937262,5.349218424884729,8.833487864065939e-8,3.859554697530348e-5,BCAT2,5.0405032,2.9022625
ENSG00000105695,18.666136712259515,6.145599770705555,1.2387286266051034,4.961215587265767,7.005338700984045e-7,1.7816562905189273e-4,MAG,0.509236,0.0151705
ENSG00000105877,345.4537235386509,-1.5675342102508547,0.4455080217732421,-3.5185319537269963,4.3394155349937635e-4,0.017827687571434023,DNAH11,1.5416594,2.9255319166666665
ENSG00000105971,462.22202349235806,-1.1328112540028579,0.34495863686386047,-3.283904598828546,0.0010237957240153614,0.02987239578291397,CAV2,3.343726,6.996502083333334
ENSG00000106123,180.9931190601996,-2.8657201928573426,0.5145750539626139,-5.569100504948981,2.5605776139243798e-8,1.5582943764739797e-5,EPHB6,0.467733,1.7013821666666666
ENSG00000106211,5003.6919408081085,1.6818463317675505,0.49452622319289036,3.400924466469688,6.715838178654721e-4,0.02316556327212074,HSPB1,152.36608180000002,55.128276416666665
ENSG00000106399,226.0775113815436,1.2209776269814616,0.3419548964607664,3.5705809146720275,3.5619039941359095e-4,0.01572261175565604,RPA3,8.0345948,5.1021615
ENSG00000106526,431.28183933294247,-0.8536041531958936,0.27296783979841693,-3.1271235242447193,0.0017652574262014978,0.04212883269253995,ACTR3C,3.2980972,5.071004916666667
ENSG00000106537,1351.6456923748758,1.2223662621088485,0.38178247090004447,3.2017349021476673,0.0013660264807111536,0.03576497550727057,TSPAN13,24.9089907,17.640058749999998
ENSG00000106541,2748.092953867645,3.123955066502831,0.957692315149067,3.261961088219216,0.0011064433022375197,0.031343160127451294,AGR2,93.4132208,33.15639575
ENSG00000106546,3392.450390678305,0.9656226794809014,0.30018033299809144,3.2168086091337664,0.0012962503956031144,0.03451266678293292,AHR,17.3244992,11.335547
ENSG00000106683,1018.1688796556673,-0.5360871446040149,0.1753863622868197,-3.0566067829568175,0.002238577288756034,0.04792130276432515,LIMK1,3.6610755999999998,5.911547833333334
ENSG00000107331,1727.5564133280739,1.1404634290160356,0.3530687953943962,3.230145070572093,0.0012372742060158463,0.033295627804064976,ABCA2,7.530576300000001,3.3093700833333335
ENSG00000107485,3305.1571077107096,2.497057578042665,0.5186265772426232,4.814750511473489,1.4738390847626622e-6,3.3485624005807684e-4,GATA3,49.489641600000006,7.477426833333333
